Size,Time,Instructions
4272,599061,22882
4275,572663,21042
4278,634305,23433
4281,582847,22902
4284,571783,22902
4287,725427,22238
4290,652093,23456
4293,756281,23000
4296,1018329,23427
4299,636940,22910
4302,871557,23435
4305,717504,22923
4308,587675,23448
4311,651062,22217
4314,727029,23448
4317,603784,23477
4320,555281,21637
4323,803542,24155
4326,692102,23960
4329,794593,23960
4332,766351,21616
4335,711633,22763
4338,622090,22763
4341,889069,23456
4344,22644780,23981
4347,710970,22183
4350,778020,23420
4353,1069238,23505
4356,565092,23407
4359,490328,23428
4362,628156,23428
4365,758439,23407
4368,741856,23974
4371,932396,22176
4374,929757,23449
4377,560092,23449
4380,671555,23449
4383,761597,22246
4386,859587,23378
4389,24709189,23407
4392,823604,23407
4395,709477,23932
4398,634993,23932
4401,701578,23414
4404,736872,23981
4407,2385770,22750
4410,801951,22750
4413,533158,23581
4416,1503430,23407
4419,4146929,22701
4422,780546,23394
4425,907401,23919
4428,645584,23427
4431,42295183,23981
4434,1016474,23456
4437,8957115,23981
4440,1028699,23443
4443,692701,24155
4446,1016100,23393
4449,7746831,22729
4452,1730610,23947
4455,1177878,21582
4458,3188743,23414
4461,2506481,23414
4464,1877679,23414
4467,2596165,23443
4470,879633,23968
4473,1957753,23995
4476,1915514,23918
4479,677358,23422
4482,1827419,21582
4485,897277,23414
4488,571271,22708
4491,738896,23939
4494,719915,23422
4497,525332,23932
4500,611244,21567
4503,692908,23442
4506,791620,23911
4509,635300,23911
4512,503458,21589
4515,3903561,21589
4518,769366,22862
4521,630137,23387
4524,795838,23387
4527,763631,23387
4530,899537,21589
4533,18467242,23527
4536,717866,22189
4539,1595661,23407
4542,592946,23407
4545,610402,22176
4548,924678,22869
4551,759979,29229
4554,691453,22728
4557,627242,23946
4560,586514,23946
4563,788708,24107
4566,779457,23938
4569,652583,23379
4572,641796,23421
4575,530784,22715
4578,770540,23408
4581,769762,21568
4584,590850,23379
4587,682369,23933
4590,555952,23933
4593,2900406,23311
